epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,492.245,1.32361,1.1529,1.21432,0.66517,0.38889,0.42854,0.22235,1.75349,1.49774,0.97123,0.000666258,0.000666258,0.000666258
2,955.643,1.26764,0.69595,1.18252,0.87476,0.42593,0.5203,0.27847,1.58704,1.0898,0.9268,0.000673127,0.000673127,0.000673127
